time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw,flight_id
0.0,0.013983822126724655,-3.097733821681759,0.4001040930834832,6.248953131513342,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.05,-0.016845560549613975,-4.697616304971399,0.6152148164383676,9.619099237659936,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.1,-0.12004144525343131,-4.177851824200608,0.5351133141482689,8.688705986748174,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.15,-0.09622502509603312,-4.531209966131016,0.5933333155686488,9.139498426883607,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.2,-0.20186912605168897,-4.398854041537903,0.5420173938305901,8.817391906330231,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.25,-0.1003610953693362,-4.501916828290432,0.627424635533573,9.017968187287288,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.3,-0.1913512779950498,-4.3578307709061095,0.5593042093206547,8.875156388647019,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.35,-0.069582088800006,-4.425647675510755,0.5972127997792542,9.02776085145557,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.4,-0.0255055952071206,-4.328221207563424,0.5837300387821153,8.983503216427017,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.45,0.12256435760776577,-4.396756106866507,0.5432287516144932,8.984928754307608,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.5,0.02324390000119726,-4.419374769607588,0.6241938653295215,8.936416567159199,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.55,0.07053459131715702,-4.38853661241816,0.5857887366919687,8.929605605462013,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.6,0.060460352123726,-4.412546996887133,0.6496236091903882,8.981442571259645,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.65,0.2686129511088495,-4.357517867563659,0.6996845504333483,9.039096459411823,0.0,0.0,0.0,0.0,flightsketch1_standardized
0.7,0.434985637724255,-4.344691109463201,0.6697390813350131,8.89657567502453,0.0,0.0,0.0,0.0,flightsketch1_standardized
