time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw,flight_id
0.0,-0.014698934498876569,2.9755094692738386,-5.6423789570212595,0.23798868440947632,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.05,0.042142340064008944,4.527050950688006,-8.74040569628218,0.316253731311528,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.1,-0.03286729228115939,4.044848896278098,-7.844363887430852,0.30788166177043624,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.15,0.06205329896959746,4.284304832160747,-8.309822932878948,0.306419504358866,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.2,0.11617090235043473,4.127651071544684,-8.062009010095391,0.329752829764249,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.25,0.15044075126717946,4.259062756843393,-8.216921252964994,0.3157007162025852,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.3,0.22539857156635684,4.1939854082024075,-8.076809241284524,0.37303021478393106,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.35,0.13772351795920393,4.145767664854745,-8.210838304360372,0.5547887143603212,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.4,0.17793155200152197,4.2184890013293135,-8.126687125907102,0.5267548775531121,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.45,0.16684412997778844,4.255504616911001,-8.073745669036581,0.4876368028392615,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.5,0.10893097984311415,4.246184979492238,-8.05677063247957,0.5921037849648386,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.55,0.18930186189840853,4.285815192519457,-8.016080996168522,0.546889858432781,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.6,0.2224269276963946,4.284965331817653,-8.040603276145422,0.3525887781016027,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.65,-0.15424268224285934,4.2981038088123364,-8.100144352051357,0.4618562103753625,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.7,-0.16078201779487822,4.2561917853133515,-8.113397881965346,0.4481140581372048,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.75,-0.16165410499239258,4.255635518724693,-8.124256883841685,0.19870746584205504,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.8,0.07274838674435365,4.153436015258233,-8.086940708973621,0.3592288407872956,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.85,0.49770347330068127,4.196081935149277,-8.222752863844114,0.35370647091661445,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.9,0.39795836389687783,4.204507270552058,-8.09616326085438,0.22262461558485824,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
0.95,0.30036578025074495,4.07570110673864,-8.092064173912346,0.405958750885541,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.0,0.04448367574701761,4.1332079522825325,-8.208614539092869,0.4832517920125521,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.05,-0.04493951574016494,4.12723942144731,-8.119609377727375,0.36871617920255073,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.1,-0.05021262341805966,4.101595797188133,-8.163756915229152,0.5555742436216767,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.15,-0.012486192011735217,4.132176448905715,-8.188440500344171,0.5542149526066542,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.2,0.009076181312237886,4.126512757872671,-8.071736550100557,0.3704871842156324,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.25,0.11021685300608015,4.154953106002921,-8.162283154084319,0.6490949180922717,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.3,0.13163260246551076,4.277454070739275,-8.072944918606838,0.47835644060226196,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.35,0.26889262102963357,4.286513388802693,-8.05117114742146,0.31154824922140456,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.4,0.28924558118948757,4.237848589295162,-8.077378874945714,0.5875457020876074,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.45,0.28725223147092926,4.32986964505067,-8.08486696460204,0.26074903978459474,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.5,0.23319368060554688,4.267199699145091,-8.138825767171298,0.24023273932553751,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.55,0.09408658380506324,4.151245511302829,-8.081858011226362,0.4803836131962727,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.6,0.210816716985592,4.137384685314365,-8.16491150816785,0.3706217958535564,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.65,0.26994779665278146,4.129026337890565,-8.122996540487692,0.4998945259287331,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.7,0.1697936757416359,4.090525325358724,-8.150842992668085,0.4949624936443489,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
1.75,0.2941361499542741,4.1416150700983145,-8.227015288995991,0.4963619801464748,0.0,0.0,0.0,0.0,e1_replicated_failure_standardized
