time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw,flight_id
0.0,-0.0037690062118464133,-6.598550232884381,-0.2412198728997587,-0.6662378293900445,0.0,0.0,0.0,0.0,10_standardized
0.05,-0.07660605799400137,-10.10501345660931,-0.3381321748908977,-1.0115964641869222,0.0,0.0,0.0,0.0,10_standardized
0.1,-0.12613497913961227,-9.109880759654555,-0.34541937758870733,-0.8961486114833518,0.0,0.0,0.0,0.0,10_standardized
0.15,-0.21744178611515363,-9.636053140098092,-0.28297558782473387,-0.8919759730914616,0.0,0.0,0.0,0.0,10_standardized
0.2,-0.3275059595277528,-9.274305995661333,-0.31221594206305414,-0.8982369501031063,0.0,0.0,0.0,0.0,10_standardized
0.25,-0.16466387162740273,-9.528001257621572,-0.41090235178920237,-0.8942561687411347,0.0,0.0,0.0,0.0,10_standardized
0.3,-0.15849625477599913,-9.306838492218512,-0.3976689860620158,-0.907952918767097,0.0,0.0,0.0,0.0,10_standardized
0.35,-0.19212812323787087,-9.405325058636153,-0.329770028762301,-0.9472914578791387,0.0,0.0,0.0,0.0,10_standardized
0.4,0.01274129729805022,-9.38032560074721,-0.3479995772719473,-0.9101156517524389,0.0,0.0,0.0,0.0,10_standardized
0.45,0.09210199780316143,-9.378947803601243,-0.3143785721827881,-0.9240280100998979,0.0,0.0,0.0,0.0,10_standardized
0.5,0.12453647399715254,-9.309310415116554,-0.3924854307553631,-0.8937141184368376,0.0,0.0,0.0,0.0,10_standardized
0.55,-0.035846310224546374,-9.427121091137376,-0.33780781995245623,-0.9485423564342539,0.0,0.0,0.0,0.0,10_standardized
0.6,-0.028452829207201186,-9.346505764424164,-0.3870179482716868,-0.9306067453482625,0.0,0.0,0.0,0.0,10_standardized
0.65,-0.0898530888960405,-9.383305004032177,-0.44383015898386546,-0.9566723306771938,0.0,0.0,0.0,0.0,10_standardized
0.7,-0.1578376381225077,-9.341733355092067,-0.34427110968795893,-0.950226932999776,0.0,0.0,0.0,0.0,10_standardized
0.75,-0.07150975158334992,-9.323534675427767,-0.32147289602710744,-0.8695013563034462,0.0,0.0,0.0,0.0,10_standardized
0.8,0.013838059393287562,-9.385216869130351,-0.3601623640551781,-0.9390196032618289,0.0,0.0,0.0,0.0,10_standardized
0.85,-0.1473707242647119,-9.342417628882535,-0.32034074716028516,-0.9462646461944206,0.0,0.0,0.0,0.0,10_standardized
0.9,-0.01080577376834362,-9.358973905681342,-0.3188590852930473,-0.9868660960193351,0.0,0.0,0.0,0.0,10_standardized
0.95,0.18101708751341167,-9.382094798477493,-0.2888378027150185,-0.879220230385637,0.0,0.0,0.0,0.0,10_standardized
1.0,0.02173400418390058,-9.386954585771587,-0.32617448526696263,-0.9028882148267774,0.0,0.0,0.0,0.0,10_standardized
1.05,0.05033025247872161,-9.397631727607052,-0.3825817133715094,-0.9222536582300187,0.0,0.0,0.0,0.0,10_standardized
1.1,0.025856408053984592,-9.354608543174493,-0.3628826705510077,-0.9303001420004539,0.0,0.0,0.0,0.0,10_standardized
1.15,0.010930374039342305,-9.35675597830692,-0.23463815518976272,-0.9214290522010701,0.0,0.0,0.0,0.0,10_standardized
1.2,-0.1179071075299321,-9.328537218807577,-0.3472140666181971,-0.9781301158754112,0.0,0.0,0.0,0.0,10_standardized
1.25,-0.06968070217702303,-9.411626852616385,-0.2944399162604283,-0.925485707612534,0.0,0.0,0.0,0.0,10_standardized
1.3,-0.10161608866743761,-9.395200086831133,-0.39054918753913676,-0.8812754817291357,0.0,0.0,0.0,0.0,10_standardized
1.35,0.12420792012236427,-9.352990011565412,-0.4206160620950442,-1.0024273122892364,0.0,0.0,0.0,0.0,10_standardized
1.4,-0.03970794394233062,-9.3411476683209,-0.2981007674942981,-0.8454755859104549,0.0,0.0,0.0,0.0,10_standardized
1.45,-0.028143378054918858,-9.411566282786922,-0.4106130744938657,-0.807689353130185,0.0,0.0,0.0,0.0,10_standardized
1.5,-0.14804355333719185,-9.381193923138689,-0.38615683290226777,-0.9171371117447136,0.0,0.0,0.0,0.0,10_standardized
1.55,-0.1100461408887803,-9.331350884568606,-0.40608024961270633,-0.8129598746175672,0.0,0.0,0.0,0.0,10_standardized
1.6,0.05875469333259794,-9.37491629559879,-0.4509253305735381,-0.8724677378908697,0.0,0.0,0.0,0.0,10_standardized
1.65,-0.09994829615776854,-9.366232645261714,-0.390756156298517,-0.8977365591312809,0.0,0.0,0.0,0.0,10_standardized
1.7,-0.24647901740728834,-9.383687272221838,-0.37041622111702627,-0.857762215663272,0.0,0.0,0.0,0.0,10_standardized
1.75,-0.12818393475672815,-9.399552585655137,-0.4113665212978641,-0.9133169746083216,0.0,0.0,0.0,0.0,10_standardized
1.8,-0.03810544346132138,-9.37293370995269,-0.3579229472799799,-0.9299656485417025,0.0,0.0,0.0,0.0,10_standardized
1.85,-0.15005556800921818,-9.335220626420083,-0.35731868403844164,-0.9273096363829687,0.0,0.0,0.0,0.0,10_standardized
1.9,0.08711250333820597,-9.41932048239685,-0.4032265655140661,-0.9117368382864085,0.0,0.0,0.0,0.0,10_standardized
1.95,0.21036158755358986,-9.384116564213695,-0.2912026706764915,-0.9256306327004054,0.0,0.0,0.0,0.0,10_standardized
2.0,0.0535256988561535,-9.346340526827632,-0.33305170449671007,-0.9335006354066366,0.0,0.0,0.0,0.0,10_standardized
2.05,0.07647572514605436,-9.382759598070525,-0.35025575373918505,-0.9349422015434156,0.0,0.0,0.0,0.0,10_standardized
2.1,-0.054575822736098754,-9.375814045681743,-0.39067124139963905,-0.8565883009146643,0.0,0.0,0.0,0.0,10_standardized
2.15,-0.13620190311007935,-9.386395983527155,-0.3470323823516422,-0.9458804891743734,0.0,0.0,0.0,0.0,10_standardized
2.2,-0.04601852592265964,-9.376348201266199,-0.3350271601997149,-0.9228729073789277,0.0,0.0,0.0,0.0,10_standardized
2.25,-0.012559603855579407,-9.448397023011145,-0.3463576179997873,-0.8678076619335718,0.0,0.0,0.0,0.0,10_standardized
2.3,0.16812512956811557,-9.391104877488626,-0.393382171248199,-0.9393800553194454,0.0,0.0,0.0,0.0,10_standardized
