time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw,At,T,P,rho,a
0.0,0.009091718336265668,-0.1393776756490507,2.5575621957411405,6.514987824036418,0.0,0.0,0.0,0.0,7.000401193424299,288.1499409038308,101324.89077881197,1.2250111967494193,340.2922519703064
0.05,0.0815583354319817,-0.1811118081739815,3.7562836569086224,9.994029288704311,0.0,0.0,0.0,0.0,10.678159477255361,288.14946987081964,101324.02022181377,1.2250026742608084,340.29197383568464
0.1,0.10372051270934082,-0.1243551356852804,3.490243390071135,8.96095704203264,0.0,0.0,0.0,0.0,9.617484818332748,288.1493258166674,101323.75398403907,1.2250000678710729,340.2918887748342
0.15,0.18729483399080324,-0.1030784244581216,3.759928305159399,9.531498384455041,0.0,0.0,0.0,0.0,10.246811576017032,288.148782583579,101322.74999746677,1.2249902391252439,340.2915680072942
0.2,0.0561627294318646,-0.1435134450059507,3.6127009116181528,9.172324044351951,0.0,0.0,0.0,0.0,9.859195320121264,288.1496349422587,101324.32530398078,1.2250056609241509,340.2920713067607
0.25,-0.11523392696287446,-0.18838771352873998,3.6593671566588832,9.404196058944091,0.0,0.0,0.0,0.0,10.09283713496368,288.15,101325.0,1.2250122659906946,340.29228686527705
0.3,-0.02641822800692405,-0.22099029550368407,3.454944999769253,9.220989748087918,0.0,0.0,0.0,0.0,9.849473772566729,288.15,101325.0,1.2250122659906946,340.29228686527705
0.35,-0.017395564322594956,-0.18462325329880266,3.56000894444773,9.314596737968564,0.0,0.0,0.0,0.0,9.973437813571662,288.15,101325.0,1.2250122659906946,340.29228686527705
0.4,0.038218802846289875,-0.1111401740386742,3.579874287474315,9.296522290707614,0.0,0.0,0.0,0.0,9.962588958399751,288.1497515777815,101324.54086817698,1.2250077712322505,340.29214017747023
0.45,-0.00661024334142619,-0.18176535245006709,3.682836192396646,9.329921599562606,0.0,0.0,0.0,0.0,10.032136268879265,288.15,101325.0,1.2250122659906946,340.29228686527705
0.5,-0.12344449008204883,-0.19508057214347754,3.6620037516712407,9.30497927468931,0.0,0.0,0.0,0.0,10.001548240611534,288.15,101325.0,1.2250122659906946,340.29228686527705
0.55,0.06789044866859907,-0.24779633465949683,3.5843868807105848,9.299636129392766,0.0,0.0,0.0,0.0,9.969576945547294,288.1495587120836,101324.18441660255,1.2250042816789881,340.29202629451225
0.6,0.0656886123542577,-0.20767801769440886,3.444420887882024,9.311200010156456,0.0,0.0,0.0,0.0,9.930035802606607,288.1495730240197,101324.21086767953,1.2250045406271235,340.2920347453975
0.65,-0.05841045693288749,-0.13530726993543185,3.5266271639547897,9.338441788229332,0.0,0.0,0.0,0.0,9.983080799181636,288.15,101325.0,1.2250122659906946,340.29228686527705
0.7,0.03730880578935336,-0.20667733696514665,3.668272064249889,9.325716801841342,0.0,0.0,0.0,0.0,10.023369160472793,288.1497574927623,101324.55180017448,1.2250078782531677,340.2921436701359
0.75,-0.15652395376149086,-0.15825425130422385,3.6528790157524207,9.189802263530064,0.0,0.0,0.0,0.0,9.89045171640621,288.15,101325.0,1.2250122659906946,340.29228686527705
0.8,-0.11411543377802202,-0.19390710634242866,3.642432288942664,9.306480399234179,0.0,0.0,0.0,0.0,9.995773625225421,288.15,101325.0,1.2250122659906946,340.29228686527705
0.85,-0.011049010406301116,-0.08954210742778491,3.4217801995948367,9.333254053739083,0.0,0.0,0.0,0.0,9.941138202186856,288.15,101325.0,1.2250122659906946,340.29228686527705
0.9,0.12604671977117926,-0.20337624786046282,3.4929440709010326,9.26181494360385,0.0,0.0,0.0,0.0,9.900668473906197,288.1491806963215,101323.485776321,1.2249974421948517,340.291803084398
0.95,0.08178421957244829,-0.27706967557788204,3.6431089940092556,9.249260763085541,0.0,0.0,0.0,0.0,9.944739082093088,288.1494684025728,101324.01750822875,1.2250026476956133,340.29197296871683
1.0,0.01976978828106564,-0.1830285249275732,3.6464832696372578,9.269366586339046,0.0,0.0,0.0,0.0,9.962504533932236,288.14987149637614,101324.76250048936,1.2250099409444763,340.2922109867469
1.05,0.07365414732045299,-0.1408558446383673,3.7158537561815055,9.32350582847115,0.0,0.0,0.0,0.0,10.037687504591508,288.1495212480424,101324.11517622494,1.2250036038363314,340.2920041728145
1.1,-0.038663029134414315,-0.04763308179717417,3.6001985429445282,9.360749319527729,0.0,0.0,0.0,0.0,10.02932332124856,288.15,101325.0,1.2250122659906946,340.29228686527705
1.15,-0.14159802179912268,-0.19247493895073933,3.482281637824896,9.300136598563101,0.0,0.0,0.0,0.0,9.93256627257978,288.15,101325.0,1.2250122659906946,340.29228686527705
1.2,0.006107745582716844,-0.1648454285970516,3.5906192131437042,9.313832245439086,0.0,0.0,0.0,0.0,9.983345703986561,288.1499602996537,101324.92662604585,1.225011547682653,340.29226342310784
1.25,0.3006331623751629,-0.1446842781867884,3.6587635145335513,9.283354250907822,0.0,0.0,0.0,0.0,9.97938626086217,288.1480458844445,101321.38846580849,1.2249769100841017,340.29113300170155
1.3,0.2082416396110193,-0.16110780938535432,3.7176025086781377,9.313198250299854,0.0,0.0,0.0,0.0,10.029067044753623,288.1486464293425,101322.49836268547,1.224987775688689,340.2914876110771
1.35,-0.11536690397678463,-0.0576343195877923,3.6417117834551123,9.295656222479513,0.0,0.0,0.0,0.0,9.983717295430207,288.15,101325.0,1.2250122659906946,340.29228686527705
1.4,-0.17490034079518652,-0.21034665608312933,3.5662477232475007,9.285016136437122,0.0,0.0,0.0,0.0,9.948562368161094,288.15,101325.0,1.2250122659906946,340.29228686527705
1.45,-0.06568648406746319,-0.18625010926783317,3.5547761094106103,9.367221866092173,0.0,0.0,0.0,0.0,10.020776805209966,288.15,101325.0,1.2250122659906946,340.29228686527705
1.5,-0.0973538189253988,-0.16749128774078692,3.5568263491186434,9.30409713723743,0.0,0.0,0.0,0.0,9.962193059181471,288.15,101325.0,1.2250122659906946,340.29228686527705
1.55,-0.23911828298547153,-0.0866042323020344,3.6528746423233325,9.36338470837081,0.0,0.0,0.0,0.0,10.051067935425259,288.15,101325.0,1.2250122659906946,340.29228686527705
1.6,-0.09731237506300687,-0.031407700823469525,3.730925409694859,9.301935157659264,0.0,0.0,0.0,0.0,10.022314529771815,288.15,101325.0,1.2250122659906946,340.29228686527705
1.65,-0.03758014303418271,-0.14978867878912638,3.679650678582691,9.245764170130627,0.0,0.0,0.0,0.0,9.952206833379154,288.15,101325.0,1.2250122659906946,340.29228686527705
