time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw,At,T,P,rho,a
0.0,0.3321638189024504,-3.290972504890255,0.15498640988242107,5.917086877733763,0.0,0.0,0.0,0.0,6.772476499319948,288.1478409351771,101321.00969113325,1.2249732019723967,340.29101198330176
0.05,0.18617808224228163,-4.973150703908337,0.2608819218522617,9.131223128321134,0.0,0.0,0.0,0.0,10.400938569192691,288.1487898424654,101322.76341306277,1.2249903704602734,340.2915722935136
0.1,0.09624168513507875,-4.421828649814973,0.22123504531800953,8.253895803830183,0.0,0.0,0.0,0.0,9.366339172488196,288.1493744290466,101323.84382832568,1.2250009474204362,340.29191747939143
0.15,-0.14523370173033046,-4.210602020807357,0.8379354003145614,9.25734606772724,0.0,0.0,0.0,0.0,10.204399116576749,288.15,101325.0,1.2250122659906946,340.29228686527705
0.2,-0.3699703674360981,-4.197972498983731,0.6696172476945206,8.82225361030443,0.0,0.0,0.0,0.0,9.793034214438507,288.15,101325.0,1.2250122659906946,340.29228686527705
0.25,-0.412984504548797,-5.440737396089493,-0.38747295820208083,7.878624287157167,0.0,0.0,0.0,0.0,9.582509032853938,288.15,101325.0,1.2250122659906946,340.29228686527705
0.3,-0.06550401181516881,-3.899632993920168,0.944572350394707,9.13708602586178,0.0,0.0,0.0,0.0,9.97926327222604,288.15,101325.0,1.2250122659906946,340.29228686527705
0.35,0.23215407532462182,-5.143907753954743,-0.19554500695004173,8.1099634022477,0.0,0.0,0.0,0.0,9.60570305686866,288.14849099851034,101322.21110229437,1.2249849634856123,340.2913958324121
0.4,-0.12929370465549464,-3.431219065737928,1.4078794284555012,9.683069408353848,0.0,0.0,0.0,0.0,10.369051158575205,288.15,101325.0,1.2250122659906946,340.29228686527705
0.45,0.17276528675617786,-4.378824076145629,0.4878922431173052,8.804387200565678,0.0,0.0,0.0,0.0,9.845271611703325,288.14887702563607,101322.92454177368,1.2249919478661893,340.2916237733341
0.5,-0.05891184383163221,-4.462653802976966,0.506109965768403,8.695047995181985,0.0,0.0,0.0,0.0,9.786484859294124,288.15,101325.0,1.2250122659906946,340.29228686527705
0.55,-0.10113849113640035,-4.740387338610706,0.160160142273981,8.38022374236178,0.0,0.0,0.0,0.0,9.629385928670528,288.15,101325.0,1.2250122659906946,340.29228686527705
0.6,0.15828068362752118,-3.727791176941454,1.2592986634646564,9.467542306607147,0.0,0.0,0.0,0.0,10.252639538678935,288.1489711755564,101323.09854640669,1.224993651323317,340.29167936686446
0.65,0.02113127432120851,-4.54696358152018,0.435231757647309,8.650955731133514,0.0,0.0,0.0,0.0,9.782808367568455,288.1498626467169,101324.74614462677,1.2250097808256388,340.29220576121946
0.7,0.1875274959453168,-5.029627037519356,-0.08956953927302147,8.015248806006175,0.0,0.0,0.0,0.0,9.463053643570596,288.14878107127635,101322.74720248705,1.2249902117631537,340.2915671143113
0.75,0.05590616282715427,-4.323236150699196,0.5267967622019535,8.784745443112946,0.0,0.0,0.0,0.0,9.805082260933487,288.1496366099416,101324.32838616717,1.2250056910978269,340.29207229149085
0.8,-0.12489446943673692,-3.7868245994210232,1.132346559552265,9.328724064667202,0.0,0.0,0.0,0.0,10.131502452865075,288.15,101325.0,1.2250122659906946,340.29228686527705
0.85,0.0017669403813108664,-5.273878507023824,-0.3350173445118688,7.890570696488401,0.0,0.0,0.0,0.0,9.496690847039988,288.1499885148875,101324.97877327609,1.2250120581877226,340.29228008357444
0.9,0.006932598435142767,-4.290621467625409,0.5802242478103673,8.899965094424788,0.0,0.0,0.0,0.0,9.897245649077059,288.14995493811017,101324.91671687497,1.2250114506749648,340.29226025723585
0.95,0.231235634342344,-3.988188985970889,0.9493464257463703,9.22600172501807,0.0,0.0,0.0,0.0,10.09584161196744,288.1484969683768,101322.22213552539,1.224985071498047,340.29139935749413
1.0,0.1914447601685972,-5.183261575285113,-0.20692989829177444,7.984702885295083,0.0,0.0,0.0,0.0,9.521790835083166,288.14875560905887,101322.70014420386,1.2249897510753553,340.29155207940806
1.05,0.10166695706831204,-3.9024865566272937,1.0178920158474611,9.206905244519602,0.0,0.0,0.0,0.0,10.051497881517227,288.149339164779,101323.778653707,1.2250003093799418,340.2918966566053
1.1,0.07260862068465643,-4.754377899275241,0.19259738721346265,8.386895814792357,0.0,0.0,0.0,0.0,9.642677240832022,288.1495280439655,101324.12773632686,1.225003726795992,340.29200818565874
1.15,0.5309473134049363,-4.842456799039866,0.149425223246072,8.387115964312551,0.0,0.0,0.0,0.0,9.68583656411443,288.14654884246283,101318.62175096782,1.2249498245597557,340.2902490276801
1.2,-0.007532930705962927,-4.660689039107421,0.29739398275199047,8.623630746675069,0.0,0.0,0.0,0.0,9.807011407928144,288.15,101325.0,1.2250122659906946,340.29228686527705
1.25,-0.2621679677819972,-4.5903289303780355,0.29647572239038245,8.612507189431156,0.0,0.0,0.0,0.0,9.763928391330808,288.15,101325.0,1.2250122659906946,340.29228686527705
1.3,-0.1727194060581964,-4.2500103398005304,0.6781690813434508,8.8654099685794,0.0,0.0,0.0,0.0,9.85484627491919,288.15,101325.0,1.2250122659906946,340.29228686527705
1.35,0.3463458004377377,-4.851331950660889,-0.020775324239420856,8.297105104433939,0.0,0.0,0.0,0.0,9.611337389959015,288.1477487522971,101320.83932475788,1.224971534126266,340.2909575511604
