time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw,At,T,P,rho,a
0.0,0.5257756616309238,1.8789869425531394,-99.98251184707676,-0.6513736547974471,0.0,0.007956895,1.498896599,0.011074275,100.00228774792753,288.14658245819936,101318.68387624761,1.2249504327540035,340.29026887714053
1.239,164.09085299549648,-1.4264199622703657,12.13805175392117,-4.468647909017737,0.0,0.065480672,4.198809624,-0.088527121,13.012908530547687,287.08340945552925,99369.19766275183,1.2058301447123292,339.66190507310876
1.269,184.51795396576884,-2.019776828728885,11.433628473225246,-6.177487617102449,0.0,0.089449123,4.143415928,-0.101842925,13.151756983805292,286.9506332992225,99127.88165828613,1.2034584114409839,339.5833491264826
1.32,184.76071021349372,-0.5210988689699383,12.748808460599129,-5.03132148382514,0.0,0.076665945,4.07417345,-0.113028206,13.715606332564597,286.9490553836123,99125.01670795977,1.2034302471708427,339.58241545611907
1.37,184.34658366240996,-0.731560993263088,12.538346336305981,-5.24178360811829,0.0,0.076665945,4.07417345,-0.113028206,13.609614459284264,286.95174720619434,99129.90416939316,1.2034782939085722,339.58400823618496
1.42,184.5869287346082,-1.5486077838965355,11.721299545672533,-6.058830398751738,0.0,0.076665945,4.07417345,-0.113028206,13.285197586357766,286.950184963225,99127.06762798333,1.2034504090250204,339.58308384130567
1.472,234.50692261071094,-2.275467636820224,12.211330395494198,-5.800588699049301,0.0,0.069211118,3.828629971,-0.18067582,13.709163805632901,286.62570500303036,98539.33691074465,1.1976693853910234,339.39103121556974
1.52,233.7985243494524,-1.0699356463698622,13.117468433236304,-4.537109714631014,0.0,0.030861598,3.942080736,-0.146054715,13.921138780535266,286.6303095917285,98547.65742093834,1.197751273101923,339.3937573315513
1.569,257.490421612833,-1.5102198502868853,12.199119939461436,-4.451039710951867,0.0,0.022872113,4.042215824,-0.122086257,13.073295139406767,286.4763122595166,98269.6920854375,1.1950149172633309,339.30257235649117
1.621,257.06969969344857,-0.37202684759025884,13.39526097317621,-3.04725537222109,0.0,0.025002642,4.057129383,-0.117825203,13.742532001722095,286.4790469519926,98274.62266491032,1.1950634678599672,339.3041918376448
1.669,280.38778078373934,-1.7067818363228167,11.963926575690977,-4.203340032883292,0.0,0.042046875,4.15406847,-0.086932532,12.795183108395348,286.3274794249057,98001.65229245575,1.1923748757747705,339.2144220938827
1.872,304.44365659439177,-0.4124000997246246,11.891719708621077,-3.744363643787538,0.0,0.065482698,4.146611691,-0.100248337,12.474106403569666,286.17111623213646,97720.68873967291,1.1896060672776143,339.1217870916121
1.92,329.4156608412155,-0.534234866275241,11.475320696680514,-4.107644857615,0.0,0.110754155,3.944211006,-0.134865716,12.200046649923076,286.00879820453207,97429.71549223231,1.1867370193137001,339.02559746198415
1.97,355.1078316122502,-1.6721318437925512,10.801000448694277,-4.337702708096429,0.0,0.05322988,3.774833918,-0.151909947,11.758966807485518,285.84179909452035,97131.08348202992,1.1837907588873717,338.9266053323564
2.019,355.1201937013856,-1.000419539828157,10.922215204818901,-4.428961787489947,0.0,0.041511968,3.788682461,-0.149246782,11.82841184399213,285.84171874094096,97130.93997035542,1.1837893426079187,338.92655769417354
